,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Has_Family
827,1,0.5,0.0,0.0125,0.0,0.2222222222222222,0.07222738817151159,1.0,0.0,0.0,1.0
828,1,1.0,0.0,0.35,0.0,0.0,0.015126992566498259,0.0,1.0,0.0,0.0
829,1,0.0,1.0,0.775,0.0,0.0,0.15614960068643363,0.0,0.0,1.0,0.0
830,1,1.0,1.0,0.1875,0.125,0.0,0.028212719478023115,1.0,0.0,0.0,1.0
831,1,0.5,0.0,0.0,0.125,0.1111111111111111,0.03659756266088288,0.0,0.0,1.0,1.0
832,0,1.0,0.0,0.35,0.0,0.0,0.014110458666029575,1.0,0.0,0.0,0.0
833,0,1.0,0.0,0.2875,0.0,0.0,0.015330377421392339,0.0,0.0,1.0,0.0
834,0,1.0,0.0,0.225,0.0,0.0,0.016200521071217493,0.0,0.0,1.0,0.0
835,1,0.0,1.0,0.4875,0.125,0.1111111111111111,0.16231419173453318,1.0,0.0,0.0,1.0
836,0,1.0,0.0,0.2625,0.0,0.0,0.016908073949327893,0.0,0.0,1.0,0.0
837,0,1.0,0.0,0.35,0.0,0.0,0.015712553569072387,0.0,0.0,1.0,0.0
838,1,1.0,0.0,0.4,0.0,0.0,0.11027245763075773,0.0,0.0,1.0,0.0
839,1,0.0,0.0,0.35,0.0,0.0,0.057970539254838485,1.0,0.0,0.0,0.0
840,0,1.0,0.0,0.25,0.0,0.0,0.015468569817999833,0.0,0.0,1.0,0.0
841,0,0.5,0.0,0.2,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0
842,1,0.0,1.0,0.375,0.0,0.0,0.060507970265993034,1.0,0.0,0.0,0.0
843,0,1.0,0.0,0.425,0.0,0.0,0.012565163180236457,1.0,0.0,0.0,0.0
844,0,1.0,0.0,0.2125,0.0,0.0,0.016908073949327893,0.0,0.0,1.0,0.0
845,0,1.0,0.0,0.525,0.0,0.0,0.014736618564782174,0.0,0.0,1.0,0.0
846,0,1.0,0.0,0.35,1.0,0.2222222222222222,0.13575255909676823,0.0,0.0,1.0,1.0
847,0,1.0,0.0,0.4375,0.0,0.0,0.015411575213749284,1.0,0.0,0.0,0.0
848,0,0.5,0.0,0.35,0.0,0.1111111111111111,0.06441171028315387,0.0,0.0,1.0,1.0
849,1,0.0,1.0,0.35,0.125,0.0,0.17391981561855152,1.0,0.0,0.0,1.0
850,0,1.0,0.0,0.05,0.5,0.2222222222222222,0.06104473451835265,0.0,0.0,1.0,1.0
851,0,1.0,0.0,0.925,0.0,0.0,0.015175789316712771,0.0,0.0,1.0,0.0
852,0,1.0,1.0,0.1125,0.125,0.1111111111111111,0.029757819776815374,1.0,0.0,0.0,1.0
853,1,0.0,1.0,0.2,0.0,0.1111111111111111,0.07690367833806856,0.0,0.0,1.0,1.0
854,0,0.5,1.0,0.55,0.125,0.0,0.050748620223090936,0.0,0.0,1.0,1.0
855,1,1.0,1.0,0.225,0.0,0.1111111111111111,0.01824998458022693,0.0,0.0,1.0,1.0
856,1,0.0,1.0,0.5625,0.125,0.1111111111111111,0.32179836714362564,0.0,0.0,1.0,1.0
857,1,0.0,0.0,0.6375,0.0,0.0,0.051822148727810165,0.0,0.0,1.0,0.0
858,1,1.0,1.0,0.3,0.0,0.3333333333333333,0.03758969818624431,1.0,0.0,0.0,1.0
859,0,1.0,0.0,0.35,0.0,0.0,0.014110458666029575,1.0,0.0,0.0,0.0
860,0,1.0,0.0,0.5125,0.25,0.0,0.027537567642055148,0.0,0.0,1.0,1.0
861,0,0.5,0.0,0.2625,0.125,0.0,0.022446505098674834,0.0,0.0,1.0,1.0
862,1,0.0,1.0,0.6,0.0,0.0,0.050610427826483444,0.0,0.0,1.0,0.0
863,0,1.0,1.0,0.35,1.0,0.2222222222222222,0.13575255909676823,0.0,0.0,1.0,1.0
864,0,0.5,0.0,0.3,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
865,1,0.5,1.0,0.525,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
866,1,0.5,1.0,0.3375,0.125,0.0,0.027049600139910042,1.0,0.0,0.0,1.0
867,0,0.0,0.0,0.3875,0.0,0.0,0.09856123757927521,0.0,0.0,1.0,0.0
868,0,1.0,0.0,0.35,0.0,0.0,0.018542765081513996,0.0,0.0,1.0,0.0
869,1,1.0,0.0,0.05,0.125,0.1111111111111111,0.021730754366528396,0.0,0.0,1.0,1.0
870,0,1.0,0.0,0.325,0.0,0.0,0.015411575213749284,0.0,0.0,1.0,0.0
871,1,0.0,1.0,0.5875,0.125,0.1111111111111111,0.10257896680493714,0.0,0.0,1.0,1.0
872,0,0.0,0.0,0.4125,0.0,0.0,0.009759350042902102,0.0,0.0,1.0,0.0
873,0,1.0,0.0,0.5875,0.0,0.0,0.017566830077223785,0.0,0.0,1.0,0.0
874,1,0.5,1.0,0.35,0.125,0.0,0.04684488020593009,1.0,0.0,0.0,1.0
875,1,1.0,1.0,0.1875,0.0,0.0,0.014102260811993537,1.0,0.0,0.0,0.0
876,0,1.0,0.0,0.25,0.0,0.0,0.019217721730481106,0.0,0.0,1.0,0.0
877,0,1.0,0.0,0.2375,0.0,0.0,0.015411575213749284,0.0,0.0,1.0,0.0
878,0,1.0,0.0,0.35,0.0,0.0,0.015411575213749284,0.0,0.0,1.0,0.0
879,1,0.0,1.0,0.7,0.0,0.1111111111111111,0.16231419173453318,1.0,0.0,0.0,1.0
880,1,0.5,1.0,0.3125,0.0,0.1111111111111111,0.050748620223090936,0.0,0.0,1.0,1.0
881,0,1.0,0.0,0.4125,0.0,0.0,0.015411575213749284,0.0,0.0,1.0,0.0
882,0,1.0,1.0,0.275,0.0,0.0,0.02052723131923771,0.0,0.0,1.0,0.0
883,0,0.5,0.0,0.35,0.0,0.0,0.020494635090094415,0.0,0.0,1.0,0.0
884,0,1.0,0.0,0.3125,0.0,0.0,0.013760683560491965,0.0,0.0,1.0,0.0
885,0,1.0,1.0,0.4875,0.0,0.5555555555555556,0.056848213999904744,0.0,1.0,0.0,1.0
886,0,0.5,0.0,0.3375,0.0,0.0,0.025374310111545468,0.0,0.0,1.0,0.0
887,1,0.0,1.0,0.2375,0.0,0.0,0.05855610025741261,0.0,0.0,1.0,0.0
888,0,1.0,1.0,0.35,0.125,0.2222222222222222,0.04577135170121086,0.0,0.0,1.0,1.0
889,1,0.0,0.0,0.325,0.0,0.0,0.05855610025741261,1.0,0.0,0.0,0.0
890,0,1.0,0.0,0.4,0.0,0.0,0.015126992566498259,0.0,1.0,0.0,0.0
